episode,final_balance,max_balance,min_balance,max_drawdown,mean_reward,trades,winrate
1,278.6948455180256,286.5894317139871,187.68427187002675,0.34511098072404334,0.038728130426684326,0,0
2,168.59123328508838,199.75,154.82454358578164,0.2249084175930831,0.018798379553901304,0,0
3,283.2575387098452,315.6421518494537,185.24087487229647,0.4131301101994528,0.02618085336619328,0,0
4,189.29877075532033,199.75,189.29877075532033,0.052321548158596576,-0.1637590266572219,0,0
5,185.9270309496174,210.06565060185,165.64474711398836,0.2114620041905625,0.029792768723839468,0,0
6,220.92946661323145,231.1840670648396,177.3221847107797,0.23298267496502423,0.016454207308538398,0,0
7,295.0485599179599,298.97216131479297,193.80244374999998,0.3517709378100189,0.04419372964032809,0,0
8,558.7440103117897,618.5247487969176,199.75,0.6770541512065111,0.0186185194468746,0,0
9,250.36764504769687,253.68174761209133,187.15378938962525,0.26224968429417717,0.03526520968705284,0,0
10,236.5278585416856,237.23844770486232,182.6247903875849,0.23020576068352883,0.028316511043415413,0,0
11,320.78441087010117,325.79132121705806,190.7389935177849,0.4145362964082604,0.019669594295132282,0,0
12,854.6448468542757,918.5521128055624,186.1581442232605,0.7973352392008856,0.022043560674375847,0,0
13,267.5961839343185,300.6990542887923,183.8431405849613,0.38861417100301954,0.019864960528664356,0,0
14,823.4772497284471,1431.4661467694311,199.75,0.8604577548335315,-0.00029195021646150396,0,0
15,319.2048296081782,331.5046945204611,196.75375,0.40648276403863726,0.036386344735406556,0,0
16,391.2888292821637,502.05285615691963,196.75375,0.6081015224052357,0.015177132294374906,0,0
17,210.06747536619474,228.19046776018808,190.9097767840149,0.1633753212485306,0.016483913768527782,0,0
18,199.7872758541792,214.68771071748986,173.81883687839593,0.1903642910090637,0.04315548762197346,0,0
19,281.9229040863641,286.2921205615007,184.0229309902883,0.357219714502213,0.0417319586580633,0,0
20,255.5446625302222,263.2607389895008,191.12474902659028,0.27400967664148124,0.02898180717569177,0,0
21,203.5075621125725,214.77946042581655,170.9815684523993,0.20392029985821092,0.03205846469886585,0,0
22,242.29967622008837,301.11926601828594,195.58905223761553,0.350459853253833,-0.057404860253137645,0,0
23,541.3663890319795,628.7137610516239,196.75375,0.6870535334380179,0.03593916475681392,0,0
24,400.99553870083,417.3506491591103,196.75375,0.5285648880709184,0.04557115036858807,0,0
25,186.89707200797127,202.04982861407052,145.19657577208721,0.281382336386818,0.03196028462727273,0,0
26,275.98338291360307,320.7232942651594,183.42932195060445,0.42807608542785336,-0.025304644368879643,0,0
27,221.211079513142,258.9998742141692,184.2798086408661,0.28849460178315167,0.014151041497185898,0,0
28,404.6417092275107,426.32532943555293,194.62729692186466,0.5434770503090969,0.020465280594626635,0,0
29,217.67554661649706,218.31831528971787,188.42854011000435,0.13690915093426081,0.02391162513738381,0,0
30,494.6263586838545,554.4202405400512,199.75,0.6397137308597771,0.010407279524199498,0,0
31,394.7717999170948,423.8385734392433,198.78341076992746,0.5309926391151777,0.027670835432650195,0,0
32,558.4508238932892,717.9859500438174,191.7618000329481,0.7329170577484905,0.0037709762311108675,0,0
33,168.89843495868797,202.20563406905094,138.61078660553804,0.31450581363027685,-0.01000233779908046,0,0
34,331.3677151473376,344.1371662634195,193.80244374999998,0.43684535485000753,0.030644481077837758,0,0
35,310.88314623183277,455.43524442083407,199.75,0.5614085592914153,-0.0010247417280733202,0,0
36,231.23058577309527,310.51084880369876,187.29582313322933,0.3968139153436294,0.011546132942129287,0,0
37,260.4692869427626,292.7745928070816,191.27390576306715,0.34668543493081194,0.030760204188786635,0,0
38,374.2274540122535,382.4058694723311,182.4333239023206,0.5229327307291225,0.04182673884252572,0,0
39,269.6757390833429,308.3810375733706,195.7925354675412,0.3650954124539584,0.01618182762507931,0,0
40,510.92906379596826,556.0160433731002,199.75,0.6407477762903994,0.03756165619245913,0,0
41,207.64883245817077,218.84756013723464,185.86476761895395,0.15071126448747196,0.020028210060673096,0,0
42,199.67874520892232,203.75677066899297,171.75177063702716,0.1570745351277606,0.020038599731973823,0,0
43,236.3348106516961,262.4373920276931,198.58924902491316,0.24328904699694054,0.012290717453226338,0,0
44,195.5314782346816,212.69258464162445,184.6006576484842,0.13207760411804503,0.01449036181751887,0,0
45,294.6966426081066,334.90934132592866,196.75375,0.41251638661066115,0.017433974379610608,0,0
46,206.299553694031,230.34453309286042,199.75,0.13282074760822138,-0.056598025105028295,0,0
47,266.52793977743534,298.6485849576701,195.30598099887965,0.34603413230113933,0.02487481982552336,0,0
48,227.05304143265616,228.0332264165497,162.0998286147284,0.28913943304639445,0.046035153201115085,0,0
49,204.79694336811622,220.1683389072884,181.00664259298384,0.17787160728316764,0.02681604108962929,0,0
50,203.17348717767203,220.10201637235318,162.02317413873647,0.2638723769588871,0.03431977680415794,0,0
51,366.5849426786802,457.23135677037976,188.97602819200034,0.5866949512675187,0.017447916014721204,0,0
52,237.96229580504496,289.89623173900736,196.75375,0.3212959381371443,0.01735187264293156,0,0
53,141.52471794760936,199.75,132.65248702263065,0.3359074491983447,-0.013909883806797887,0,0
54,277.7896160227889,285.38799877984786,170.6795349583858,0.40193863901736704,0.04296736458772007,0,0
55,413.56018490765905,437.2300492039254,199.75,0.5431466790453005,0.018573937831029643,0,0
56,432.4266317210781,577.3677491654316,199.75,0.6540333257464885,0.005451552306062254,0,0
57,356.9359701385764,439.54112372253826,190.89540709374998,0.5656938639164664,0.01867982108762346,0,0
58,212.93256048173237,296.15646777627705,195.35544824071093,0.3403640659697271,0.0027275348868875783,0,0
59,280.62471523652357,316.4753001007216,196.75375,0.37829666347616686,0.015478383991557718,0,0
60,245.7097329583848,252.49673863404664,159.21534928019884,0.3694360167124541,0.045289061701133226,0,0
61,154.04951213491964,230.79369355512924,147.8888631008589,0.3592161864443103,0.0033992031820083823,0,0
62,533.9439233200184,815.6979607577277,199.75,0.7551176910943287,-0.012600533619632677,0,0
63,210.72032343705553,229.66795191437296,193.91621621236126,0.15566706370656802,0.017219139754776205,0,0
64,297.4578028304967,320.4013737001408,199.58573882895868,0.37707589538692743,0.024596372051660115,0,0
65,295.9910801792322,338.10043570419356,174.16870107488427,0.4848610570047721,0.036469652874710164,0,0
66,392.4500848257009,404.30469481259644,196.5666846903295,0.5138154782460733,0.02578211514102044,0,0
67,252.86831788112136,319.13992520746666,193.61295071487916,0.3933289587975709,0.0002298050801978377,0,0
68,211.78783796768087,234.75391207536603,187.1580771244917,0.20274778183715214,0.012149856023349384,0,0
69,835.2374530514362,958.4428206698069,199.47374644952865,0.7918772595008572,0.005446822161455328,0,0
