episode,final_balance,max_balance,min_balance,max_drawdown,mean_reward,trades,winrate
1,466.33954393355276,506.90049532206064,198.26114365321897,0.6088756166488786,0.010987122556744939,0,0
2,210.6434974925536,224.24299290324336,190.79036855313674,0.14918024379268247,0.004701647404690668,0,0
3,231.69855535279154,260.27117049155316,186.55810760684295,0.2832163959822914,0.008753227821607904,0,0
4,220.39290707401375,223.7491442375774,175.15664784590345,0.2171739988425534,0.020243035881629116,0,0
5,285.1909031124573,295.4811251815667,195.57871688600625,0.3381008118003227,0.012045996424476738,0,0
6,397.7268961286484,401.3114655455393,188.66232581830343,0.5298855327698213,0.0366275035537879,0,0
7,219.38745468967474,221.81469009160355,185.9782985581222,0.16156004599461782,0.003977981273172609,0,0
8,222.16349427877063,223.14492969768128,191.58545998432774,0.141430368846429,0.0017901733446102355,0,0
9,285.94475850646506,297.90224146150604,193.52393514975196,0.3503777138422153,0.015081196606954176,0,0
10,2031.5044372930604,2058.366383643735,199.75,0.9029570237897098,0.0288061767973249,0,0
11,7739.721581331107,7739.721581331107,172.20562354275344,0.9777504110796273,0.028340164226900777,0,0
12,159.18959236019012,203.91298346788162,159.18959236019012,0.21932586315542724,-0.007834547941868091,0,0
13,165.52230041428584,209.29342703529886,165.52230041428584,0.20913760762124034,-0.008994246749610697,0,0
14,396.0920037596141,424.30805405832115,199.75,0.5292335413163183,0.02961654748775381,0,0
15,254.7732867637037,259.74094222938004,190.74945923049245,0.26561651161625677,0.01046498521359286,0,0
16,159.596741061631,201.99623251872646,159.596741061631,0.20990238742776912,-0.01328976372820588,0,0
17,176.31930316296436,212.4378767034844,174.2302844452394,0.17985301327208347,-0.010198893695236261,0,0
18,341.75870753529574,346.96315485816825,193.80913540297507,0.4414129203943846,0.010894273044980127,0,0
19,534.2977716500046,682.7460798651607,199.75,0.7074314948253533,0.010211028229638958,0,0
20,181.7482674279596,207.6570203482583,181.7482674279596,0.12476704556796359,-0.0022477707632338182,0,0
21,1129.5710405191953,1411.8711109789679,196.59655256621903,0.8607546035629965,0.024886053215703297,0,0
22,490.6538460340765,507.1672120393328,188.547547008262,0.6282339580863138,0.02504192260537552,0,0
23,670.7101220506404,707.2299433701734,192.93426504984564,0.7271972618545348,0.022086936522406054,0,0
24,194.1312354443403,206.97414806887784,157.83183564021255,0.23743212805645408,-0.00472401497583522,0,0
25,286.7496668289911,302.2677690972972,196.53179575265088,0.34980895799912726,0.014508961338507148,0,0
26,443.838687616222,478.42030219066277,198.98051651009797,0.584088477017016,0.020416867839507944,0,0
27,249.852822494196,257.35258520299135,187.4451714693221,0.27164061195860356,0.006012342125646464,0,0
28,666.4895087402708,710.8493345874325,199.22700527563634,0.7197338513494353,0.02272965440651896,0,0
29,269.79953030315545,278.0793427330315,174.38272994551102,0.37290296995226235,0.026505626085423062,0,0
30,7580.269092326063,7580.269092326063,173.28258209088983,0.977140312569337,0.01764385356610829,0,0
31,240.99442694852954,258.0036777440592,191.13381597290555,0.2591818161502676,0.009728893431346745,0,0
32,577.4044878998587,623.3769330203976,195.53043897737513,0.6863367432766763,0.028835924870074928,0,0
33,217.29891410938757,246.52262175279532,196.06532777368054,0.2046761210811382,0.001609850967224382,0,0
34,175.61754979025972,202.11017477450704,175.61754979025972,0.13108011515899665,-0.005285070133268944,0,0
35,168.8268070080456,200.72741564783664,160.28119939958006,0.2014982164629513,-0.002347449427210884,0,0
36,207.57863727145653,216.2712241652259,176.4258445438528,0.18423800843209825,0.023339406846361353,0,0
37,1019.0557533210542,1074.969287640131,199.35804256024798,0.814545359711721,0.041329836889188704,0,0
38,170.3157006640675,212.97882905622956,170.3157006640675,0.2003162876855632,-0.012572021728453876,0,0
39,392.07755374537845,417.8965561295458,186.97723616123346,0.552575312194553,0.03456354431607558,0,0
40,213.38576906669581,230.0629111502716,175.13561225051774,0.23874903879607368,0.020227445926509584,0,0
41,4945.44535279056,5020.75670334067,194.10377215679563,0.961339737488645,0.024990193655692165,0,0
42,1198.3975023291352,1315.3933744751998,199.75,0.8481442860545851,0.02804168815186635,0,0
43,175.87791593916197,205.30959256975657,172.3368626752719,0.16060004543276152,-0.00936768372954324,0,0
44,172.33252574175222,213.35084761158856,167.70589184849706,0.21394316579510142,-0.00888623303977435,0,0
45,194.99047009341754,206.16786869417496,181.06685028358592,0.121750389959278,0.010707526677969715,0,0
46,481.0937776503075,508.0865800076038,182.43815027916298,0.6409309801561129,0.028259668962148335,0,0
47,196.08130741532398,217.29565713495666,181.72637814789596,0.16369070351447268,-0.012708825290801867,0,0
48,524.6880373876545,573.9829146647731,186.94384680565867,0.674304161274834,0.023353066191793056,0,0
49,253.55450653659062,253.55450653659062,191.06991982921664,0.24643453417916983,-0.009182360763476385,0,0
50,230.04997257917955,258.10758754462864,188.91663628109922,0.26807019476545146,-0.0012224414298175905,0,0
51,284.9573493060799,292.8568516591572,199.75,0.31792615105867505,0.018281455768240893,0,0
52,312.21817240183907,334.12087530547615,198.27100178773614,0.40658900283778066,0.006135887805652825,0,0
53,238.74263325248816,261.0311652167723,179.19523158332302,0.31351020314179323,0.020493248498576155,0,0
54,190.8485273964354,202.92700176154096,173.0574033627753,0.14719380929830805,-0.018396073085028074,0,0
55,179.95224447596536,207.6542103791669,178.68108029568822,0.1395258493944096,-0.0024470162592364637,0,0
56,229.93446821410635,233.88895436483375,198.31665051043743,0.15209056772689045,0.005944938363251148,0,0
57,523.0792928487984,532.4783234742273,199.75,0.6248673585495388,0.027386128452823823,0,0
58,244.19284739512125,262.5091987236285,186.22958390000977,0.29057882616877917,0.029907245717073455,0,0
59,568.6063073917297,574.3599742606316,192.79911355471168,0.6643235563151833,0.030731952387812584,0,0
60,445.9267715707065,474.7507303239574,197.2619331214194,0.5844936710538327,0.02423478246494798,0,0
61,402.1542342608351,408.2784104170915,192.7803740259464,0.5278212878584378,0.01792678359833942,0,0
62,242.65539766342192,246.35065752631667,191.32706768820793,0.22335475127453552,0.003250850065859337,0,0
63,273.6183741908382,285.44547057811053,178.4237563361585,0.37492875267980874,0.012121719788615561,0,0
64,355.04799258075457,416.47411131831615,194.96227091434085,0.5318742135082465,0.014778872137914826,0,0
65,339.35876873059266,364.7836238683718,199.75,0.45241511150709546,0.011891045743039523,0,0
66,319.8305881950338,334.33870268683756,196.25669640606765,0.4130003651121005,0.020761675268977906,0,0
67,259.73732619853513,304.57971259795875,196.7490309717101,0.3540310702459153,-0.005261898744308318,0,0
68,190.46882735853674,234.45957814286157,190.46882735853674,0.18762616197117044,-0.010325820333695682,0,0
69,431.29889095643586,472.23920277027423,199.75,0.577015210028697,0.021032084013580175,0,0
70,229.325077121141,243.56653335582945,182.92156126818594,0.24898729415771792,0.024343123790146255,0,0
71,652.7021915636411,684.3201546774746,199.75,0.7081044615818108,0.016566626685715995,0,0
72,440.5363528144023,458.19659207927873,186.4363828297253,0.5931083162716596,0.015630573882875382,0,0
73,203.36190493082302,218.64198999374082,173.69479652341678,0.20557438885188872,0.01843492834801506,0,0
74,168.03408315582197,214.03901250745434,168.03408315582197,0.2149371220353119,-0.01150920865998509,0,0
75,298.1888089869829,329.77845550580935,188.4421602938463,0.42857952923329545,0.010897648438801725,0,0
76,477.14278868409866,490.4663836644951,199.57086250295905,0.5930998144829513,0.028049838518173196,0,0
77,220.0414885661629,236.43948909440383,186.8976037880725,0.20953304160858932,0.007879850356742312,0,0
78,173.2890097574498,210.60807523521328,173.2890097574498,0.17719674535786178,-0.015881228836976305,0,0
79,216.77574577464915,238.07871051888634,185.32074431421532,0.22159884052499446,0.0017715311032825583,0,0
80,458.4521482447052,463.0083463115987,189.92289970569365,0.5898067470734578,0.010391529169514283,0,0
81,163.88329334222863,205.46679468724324,163.88329334222863,0.2023855066620962,-0.007113234117772397,0,0
82,207.54810669202945,230.75023370128926,191.11150868966564,0.1717819495816274,-0.0003748524865570321,0,0
83,494.9515187793986,510.8839406256565,199.75,0.6090110020773501,0.013078847089296047,0,0
84,486.0993383861562,516.2270122190544,199.75,0.6130578306211558,0.01224258038801345,0,0
85,185.16136882103552,207.33085123604835,182.86118116020938,0.1180223296723939,-0.0024199530299849866,0,0
86,189.62495738965242,232.72096342352683,185.2886533069467,0.20381623304926966,-0.010130729168315047,0,0
87,487.1943568047825,505.24304147543273,178.5229999894961,0.6466591613648642,0.027464181984510738,0,0
88,298.259340824098,318.30936602559456,195.47431578612668,0.38589832204180563,-0.0019134165803584662,0,0
89,168.33133925262237,200.2097913686978,168.33133925262237,0.15922524017503936,-0.0067556171133291145,0,0
90,288.18732734768014,295.34509481336056,192.81588925022655,0.34715052785259903,0.01017934933064532,0,0
91,163.29670633886298,205.42994801386078,163.29670633886298,0.20509785492500343,-0.006919133099237739,0,0
92,245.9573955060147,255.76834859584258,175.96193371040448,0.3120261569641902,0.02224434702073159,0,0
93,292.027100181668,299.09392381695176,188.32575323845424,0.370345773544663,0.00784781245810596,0,0
94,225.1035540842704,236.17947088325275,183.8423739797174,0.2215988405249939,0.0047145002489814404,0,0
95,547.6974181303856,654.9056916201183,186.02726723409165,0.7159480065383249,0.032570750596130696,0,0
96,278.7311580746675,280.23141014776604,179.91892575202874,0.3579630289939394,0.023483870487748575,0,0
97,213.4570308683726,247.10592335898184,192.58204457676186,0.22064982514810338,0.01011123594627366,0,0
98,213.02577356434222,254.52272532758133,199.01772952649384,0.21807481327905098,-0.0023663418867397126,0,0
99,506.8603227292603,522.4152363928577,198.76908644732532,0.6195189714990426,0.02749521613563348,0,0
100,512.6768075259411,513.7206622840571,199.75,0.6111700099585442,0.013261670992622541,0,0
101,2446.2750584529895,2460.385407083655,191.32055564169272,0.9222395990925386,0.0393814562675609,0,0
102,314.66252981558694,315.28026750372095,195.00152677035612,0.38149783900429257,0.013206195177258035,0,0
103,171.37404671624017,201.86991457353787,155.83993920707425,0.2280180058712793,-0.01134071118926934,0,0
104,216.1022392010935,224.9528931078466,185.465358870571,0.1755369032677634,0.005163948894939704,0,0
105,7704.07990500722,7899.364341132615,181.6858626105655,0.9769999388856502,0.018564879716920946,0,0
106,402.4703372765695,408.5993271843346,191.2189052816478,0.53201365602009,0.01691862725576846,0,0
107,169.72422665960957,209.8781878753394,166.48908431642465,0.2067346969123176,-0.009543876443342189,0,0
108,293.68411240606497,318.22328305642856,196.41420231017608,0.3827786564713834,0.0026374741729805573,0,0
109,259.68010393916245,266.4973513102798,178.34293024052891,0.330789107795348,0.013906234540672718,0,0
110,207.83825396354862,219.8506192716162,177.62010857853207,0.19208729469581398,0.028812778318052516,0,0
111,167.58256396344518,202.4408477896198,167.0323132051575,0.1749080532465439,-0.0047322933447261975,0,0
