equity_norm,cur_pct,equity,equity_change,trade_duration,drawdown,pos,step,action,reward,Step,_norm_pos
0.9958455229589114,-0.0011617908164354186,199.1691045917823,-0.0005971654128271098,0.0002,0.004154477041088569,"[0, 1, 0]",582615.0,3.0,-0.05,"582615, Action: [3], Reward: -0.05, Balance: 199.75",0.0
0.9964405707638915,-0.0009237716944434115,199.2881141527783,0.0005950478049800268,0.0003,0.0035594292361085422,"[0, 1, 0]",582616.0,0.0,-0.29,"582616, Action: [0], Reward: -0.29, Balance: 199.75",0.00010001000100010001
0.9974697281774872,-0.0005121087290051008,199.49394563549745,0.0010291574135958114,0.0004,0.002530271822512731,"[0, 1, 0]",582617.0,0.0,-0.05,"582617, Action: [0], Reward: -0.05, Balance: 199.75",0.00020002000200020003
0.9978678384527053,-0.0003528646189178474,199.57356769054107,0.0003981102752180732,0.0005,0.0021321615472946575,"[0, 1, 0]",582618.0,0.0,0.0,"582618, Action: [0], Reward: 0.00, Balance: 199.75",0.00030003000300030005
0.9977047826484935,-0.00041808694060260884,199.5409565296987,-0.00016305580421189348,0.0006,0.002295217351506551,"[0, 1, 0]",582619.0,0.0,0.0,"582619, Action: [0], Reward: 0.00, Balance: 199.75",0.00040004000400040005
0.9963431608029341,-0.0009627356788263828,199.2686321605868,-0.0013616218455594264,0.0007,0.0036568391970659775,"[0, 1, 0]",582620.0,0.0,0.0,"582620, Action: [0], Reward: 0.00, Balance: 199.75",0.0005000500050005
0.9975798437855262,-0.000468062485789509,199.51596875710524,0.0012366829825921854,0.0008,0.002420156214473792,"[0, 1, 0]",582621.0,0.0,0.0,"582621, Action: [0], Reward: 0.00, Balance: 199.75",0.0006000600060006001
0.9971859687260018,-0.0006256125095992633,199.43719374520037,-0.00039387505952433345,0.0009,0.0028140312739981257,"[0, 1, 0]",582622.0,0.0,-0.0,"582622, Action: [0], Reward: -0.00, Balance: 199.75",0.0007000700070007
0.9977554829627542,-0.00029780681489832684,199.55109659255083,0.0005695142367522976,0.001,0.0022445170372458276,"[0, 1, 0]",582623.0,0.0,0.0,"582623, Action: [0], Reward: 0.00, Balance: 199.75",0.0008000800080008001
0.9999916768490853,0.0005966707396341178,199.99833536981706,0.0022361938863311084,0.0011,8.32315091471969,"[0, 1, 0]",582624.0,0.0,-0.02,"582624, Action: [0], Reward: -0.02, Balance: 199.70",0.0009000900090009
0.9997227406525284,0.0004890962610113869,199.9445481305057,-0.0002689361965568082,0.0012,0.0002772593474715279,"[0, 1, 0]",582625.0,0.0,-0.01,"582625, Action: [0], Reward: -0.01, Balance: 199.70",0.001000100010001
0.9994855685736752,0.0003942274294700838,199.89711371473504,-0.00023717207885326274,0.0013,0.0005144314263247907,"[0, 1, 0]",582626.0,0.0,-0.01,"582626, Action: [0], Reward: -0.01, Balance: 199.70",0.0011001100110011
0.9979990078651482,-0.00020039685394071356,199.59980157302962,-0.0014865607085270938,0.0014,0.0020009921348518845,"[0, 1, 0]",582627.0,0.0,-0.01,"582627, Action: [0], Reward: -0.01, Balance: 199.70",0.0012001200120012002
0.9970863188831323,-0.0005654724467471223,199.41726377662644,-0.0009126889820159079,0.0015,0.0029136811168677923,"[0, 1, 0]",582628.0,0.0,-0.01,"582628, Action: [0], Reward: -0.01, Balance: 199.70",0.0013001300130013002
0.9990853406906101,0.00023413627624401933,199.817068138122,0.0019990218074778456,0.0016,0.0009146593093899469,"[0, 1, 0]",582629.0,0.0,-0.01,"582629, Action: [0], Reward: -0.01, Balance: 199.70",0.0014001400140014
0.9990832230827632,0.00023328923310533142,199.81664461655265,-2.117607846798819e-06,0.0017,0.0009167769172367457,"[0, 1, 0]",582630.0,0.0,-0.01,"582630, Action: [0], Reward: -0.01, Balance: 199.70",0.0015001500150015
0.9980731241397898,-0.00017075034408404864,199.61462482795795,-0.0010100989429734852,0.0018,0.001926875860210231,"[0, 1, 0]",582631.0,0.0,-0.01,"582631, Action: [0], Reward: -0.01, Balance: 199.70",0.0016001600160016002
0.9981472404144314,-0.0001411038342273837,199.62944808288628,7.411627464165349e-05,0.0019,0.0018527595855685774,"[0, 1, 0]",582632.0,0.0,-0.01,"582632, Action: [0], Reward: -0.01, Balance: 199.70",0.0017001700170017002
1.0016285877147426,0.0012514350858970561,200.32571754294852,0.0034813473003111996,0.002,0.0,"[0, 1, 0]",582633.0,0.0,-0.01,"582633, Action: [0], Reward: -0.01, Balance: 199.70",0.0018001800180018
1.0022172826961822,0.0014869130784728765,200.44345653923642,0.0005886949814394881,0.0021,0.0,"[0, 1, 0]",582634.0,0.0,-0.01,"582634, Action: [0], Reward: -0.01, Balance: 199.70",0.0019001900190019003
1.002861035481641,0.001744414192656431,200.5722070963282,0.0006437527854589576,0.0022,0.0,"[0, 1, 0]",582635.0,0.0,-0.01,"582635, Action: [0], Reward: -0.01, Balance: 199.70",0.002000200020002
1.002617510579247,0.0016470042316988178,200.5235021158494,-0.00024352490239408552,0.0023,0.00024283015669975506,"[0, 1, 0]",582636.0,0.0,-0.01,"582636, Action: [0], Reward: -0.01, Balance: 199.70",0.0021002100210021
1.0015629418714884,0.0012251767485953894,200.3125883742977,-0.0010545687077585342,0.0024,0.0012943903135384936,"[0, 1, 0]",582637.0,0.0,-0.01,"582637, Action: [0], Reward: -0.01, Balance: 199.70",0.0022002200220022
1.0013342402240228,0.0011336960896092077,200.2668480448046,-0.00022870164746549904,0.0025,0.0015224395041780134,"[0, 1, 0]",582638.0,0.0,-0.01,"582638, Action: [0], Reward: -0.01, Balance: 199.70",0.0023002300230023
1.0018276428523516,0.0013310571409406212,200.3655285704703,0.0004934026283285676,0.0026,0.0010304444910388276,"[0, 1, 0]",582639.0,0.0,-0.01,"582639, Action: [0], Reward: -0.01, Balance: 199.70",0.0024002400240024004
