timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base,taker_buy_quote,ignore,RSI_14,ADX_14,OBV,MACD,MACD_signal,MACD_hist,CMF_20,StochRSI_K,StochRSI_D,BB_Width_20
1763431800000,91502.27,91519.06,91136.63,91181.86,177.53998,1763432099999,16199418.20428250,41171,66.45652000,6062642.49544840,0,34.527286173198334,31.967594042114822,457.53932999999984,-158.760778882046,-89.30141243917011,-69.45936644287589,0.012066224638407166,8.423108969044579,6.850970077336136,1064.839878011553
1763432100000,91181.87,91208.42,90759.09,90940.56,556.78703,1763432399999,50641348.71190250,70516,194.63616000,17698345.41203710,0,30.920842560347246,34.379216067339954,-99.24770000000012,-204.25042202760233,-112.29121435685656,-91.95920767074577,0.018259723554968514,8.423108969044579,9.04089101803112,1307.660445461137
1763432400000,90940.57,91460.98,90925.74,91345.82,294.72873,1763432699999,26899068.28469180,54273,108.74843000,9924335.26756450,0,41.89755340069155,34.86882447155038,195.48102999999986,-205.23438264560536,-130.87984801460632,-74.35453463099904,0.10137635507967983,16.248038681954974,11.031418873348045,1326.4304319471994
1763432700000,91345.83,91700.0,91275.38,91670.89,126.02463,1763432999999,11533072.75552610,41006,65.51119000,5995433.61075430,0,48.91027490681116,33.997134191754974,321.50565999999986,-177.73492862671264,-140.2508641370276,-37.48406448968504,0.05001019264383442,47.52849986241611,24.066549171138558,1325.0739530318824
1763433000000,91670.9,91750.0,91463.72,91463.72,191.73656,1763433299999,17568131.17634930,48688,83.45121000,7647385.44741010,0,45.168620617970255,32.943150482300396,129.76909999999987,-170.69068483838055,-146.3388282772982,-24.351856561082343,-0.005881452344851963,72.30288183600334,45.35980679345814,1326.804842672631
1763433300000,91463.72,91475.16,91142.35,91255.99,99.68733,1763433599999,9100812.46671800,44204,45.36740000,4141512.29568950,0,41.72205695859384,32.92345789087686,30.081769999999864,-179.797551558775,-153.03057293359356,-26.76697862518145,-0.05001941732432637,74.8362566627744,64.88921278706461,1324.3095440203615
1763433600000,91256.0,91405.12,91241.98,91333.54,81.83331,1763433899999,7473657.25898450,32333,46.89712000,4282742.60825750,0,43.456652621192,32.90533084622534,111.91507999999986,-178.69726136467943,-158.16391061981074,-20.5333507448687,-0.03200767239571572,66.78389558651851,71.30767802843208,1313.9521845239797
1763433900000,91333.54,91685.18,91286.87,91447.63,194.74198,1763434199999,17823222.17042550,46858,106.16789000,9715631.74624210,0,46.002980311339,31.523744812953097,306.6570599999999,-166.69757803465473,-159.87064410277952,-6.826933931875203,-0.07545032571530051,69.95580537748934,70.52531920892743,1245.2863063229015
1763434200000,91447.63,91492.73,91150.0,91180.42,130.39769,1763434499999,11899922.97790560,34979,46.22775000,4218854.57172900,0,41.310688420771584,30.680637865446574,176.25936999999988,-176.71232667312142,-163.2389806168479,-13.473346056273527,-0.08193503890849413,70.42614971622832,69.05528356007872,1261.5728832593304
1763434500000,91180.42,91180.47,90687.42,90866.01,303.44163,1763434799999,27574775.95878950,44762,132.58325000,12043813.43885740,0,36.582442299839734,31.07242433111302,-127.1822600000001,-207.62596362152544,-172.11637721778342,-35.50958640374202,-0.168598140002395,57.688652521653616,66.02353587179043,1285.8338761500781
1763434800000,90866.01,90892.21,90345.0,90388.79,990.94199,1763435099999,89757140.53735720,89483,316.72087000,28679059.00076460,0,30.816973830704423,32.07911024848326,-1118.12425,-267.54877361105173,-191.20285649643708,-76.34591711461465,-0.28549813295256576,29.74236075709558,52.619054331659164,1565.8728274489695
1763435100000,90388.8,90681.89,90250.0,90446.96,326.49932,1763435399999,29519465.72417810,66046,163.63848000,14794520.48323500,0,32.21924946958835,33.16806464518824,-791.6249300000001,-306.8075133622624,-214.32378786960214,-92.48372549266026,-0.2814755470358224,13.074018788220942,33.50167735565671,1748.5812677433423
1763435400000,90446.96,90511.0,90360.0,90385.58,172.81057,1763435699999,15626896.62112060,40255,81.68673000,7387004.02041540,0,31.493858393320984,34.17371054521913,-964.4355,-338.9658135848731,-239.25219301265633,-99.71362057221677,-0.3342455787799172,3.8304419828362852,15.548940509384268,1842.1665986274893
1763435700000,90385.58,90544.44,90332.08,90390.43,186.65942,1763435999999,16880093.20039590,46393,88.39764000,7995107.65951910,0,31.624853356671668,34.93355886629126,-777.7760800000001,-359.91131018566375,-263.38401644725786,-96.52729373840589,-0.3316008672665257,5.318800432130163,7.407753734395797,1918.4088889396808
1763436000000,90390.42,90480.72,90088.12,90200.0,311.13886,1763436299999,28076565.51807180,47368,113.45158000,10238502.31257140,0,29.25912570194034,36.08265416747875,-1088.9149400000001,-387.41104330381495,-288.1894218185693,-99.22162148524563,-0.3653657859861618,2.735384553539769,3.9615423228354056,1999.5000077656005
1763436300000,90199.99,90324.39,90008.0,90027.77,381.18146,1763436599999,34349775.51010910,54564,128.26229000,11558263.08265950,0,27.272059742652488,37.280238826264295,-1470.0964000000001,-418.2806228886475,-314.20766203258495,-104.07296085606254,-0.39772631731351143,1.4883584492938784,3.180847811654603,2117.5095561112685
1763436600000,90027.76,90244.0,89700.0,89774.68,839.29482,1763436899999,75503537.25734560,97677,272.99075000,24560266.93824800,0,24.625471598515134,38.85373548850609,-2309.39122,-457.8889758637961,-342.9439247988272,-114.94505106496888,-0.4427496225360991,0.0,1.4079143342778824,2296.6663549228106
1763436900000,89774.68,90733.77,89749.43,90666.0,530.17186,1763437199999,47838559.90768090,78250,304.21947000,27453558.57864030,0,44.90384323225357,38.14746371710965,-1779.21936,-412.6006031136785,-356.8752604617975,-55.72534265188102,-0.34177474149269804,31.619480558046998,11.035946335780293,2194.914767966722
1763437200000,90666.01,90927.69,90576.93,90627.8,298.41305,1763437499999,27073465.92787490,66567,146.96881000,13334898.58102960,0,44.35310291186415,36.80015025895965,-2077.63241,-375.4635520631564,-360.59291878206926,-14.870633281087123,-0.3473287337505329,62.380207604341955,31.333229387462982,2162.416307463107
1763437500000,90627.81,90914.59,90604.0,90719.15,243.80129,1763437799999,22123467.85304600,51688,181.14332000,16435972.57529070,0,46.056942827074174,35.55308776590608,-1833.8311200000003,-334.8016054900945,-355.43465612367436,20.633050633579842,-0.36673809075896924,95.71354093767529,63.23774303335475,2081.08268322004
1763437800000,90719.15,90900.0,90681.69,90804.93,138.72476,1763438099999,12593885.22232290,35770,61.61344000,5593724.32513510,0,47.677044521254764,34.39854641727172,-1695.1063600000002,-292.28570312669035,-342.80486552427755,50.519162397587195,-0.3449831478883787,97.42739371296163,85.17371408499297,2053.7877936832665
1763438100000,90804.93,90888.9,90709.0,90842.72,186.44108,1763438399999,16924543.71928320,28431,60.29161000,5473244.65805100,0,48.4121166607583,33.329430185999435,-1508.6652800000002,-252.63004511402687,-324.7699014422274,72.13985632820055,-0.3333703177963338,100.0,97.71364488354563,2050.078048787982
1763438400000,90842.72,90851.66,90609.24,90626.58,185.25684,1763438699999,16812397.12112220,26803,82.58224000,7494612.11140580,0,44.55651753102224,32.6216217955247,-1693.9221200000002,-235.9237598321488,-307.00067312021173,71.07691328806294,-0.394721980328903,94.59696940636645,97.34145437310936,1989.6175977695675
1763438700000,90626.58,90664.84,90276.83,90320.07,289.77986,1763438999999,26219919.78582520,48579,94.21432000,8525189.21144920,0,39.72487767277139,32.78644993062675,-1983.7019800000003,-244.5971401972638,-294.5199665356222,49.92282633835839,-0.4389933970635548,82.42313689761379,92.34003543466008,1835.1987068986055
1763439000000,90320.07,90408.0,90260.04,90295.93,141.87222,1763439299999,12816331.43385910,35587,69.23370000,6254389.66957060,0,39.36284555331633,32.97684569284182,-2125.5742000000005,-250.53078988280322,-285.7221312050584,35.1913413222552,-0.4229484079995338,69.7419719221097,82.25402607536331,1719.2458140423987
1763439300000,90295.93,90377.58,89960.0,90093.88,394.90898,1763439599999,35579750.98244510,65434,134.16684000,12085324.38402890,0,36.37477325401545,33.776091376303036,-2520.4831800000006,-268.4425577004149,-282.2662165041297,13.823658803714807,-0.42061174825723835,58.27651268984246,70.14720716985532,1678.7871311998751
1763439600000,90093.88,90195.6,89937.34,89993.99,253.16373,1763439899999,22794960.59966920,67932,106.16008000,9557890.74931550,0,34.961761536540074,34.56023392682303,-2773.6469100000004,-287.3852526264818,-283.29002372860015,-4.095228897881668,-0.4329290663192316,51.601736257145966,59.87340695636604,1596.7940628842043
1763439900000,89994.0,90133.01,89900.0,89924.85,165.83019,1763440199999,14919953.64230400,45937,80.07084000,7204337.24362660,0,33.97789985610347,35.36177744965638,-2939.4771000000005,-304.466791356288,-287.52537725413777,-16.941414102150247,-0.44922272872901037,44.0555611056104,51.31127001753294,1419.62398098025
1763440200000,89924.86,90120.0,89900.0,90075.01,150.34538,1763440499999,13531991.90436510,45330,80.86257000,7277765.11260390,0,38.05504567708505,36.10485397151424,-2789.1317200000003,-302.4014807729982,-290.50059795790986,-11.900882815088323,-0.4176289363546006,46.41020509270593,47.355834151820765,1270.7047423072509
1763440500000,90075.01,90158.17,89929.48,89989.02,119.1126,1763440799999,10722686.83214370,37546,61.84520000,5567283.92808980,0,36.65891865669048,36.566275999922865,-2908.2443200000002,-304.19679036419257,-293.2398364391664,-10.956953925026141,-0.42562907871073496,48.788510392044294,46.41809219678688,1228.0929850195243
1763440800000,89989.03,90116.78,89836.52,89850.01,161.32101,1763441099999,14521626.37003920,35289,62.47584000,5624663.75268470,0,34.45808794549401,37.21688174418582,-3069.5653300000004,-313.2258586722455,-297.2370408857823,-15.988817786463244,-0.3647457019987908,36.79142872996336,43.99671473823786,1295.3361544611398
1763441100000,89850.0,90000.0,89253.78,89866.76,779.35606,1763441399999,69840818.16984180,80899,361.71313000,32411283.56193700,0,34.96473943465723,38.86353665266801,-2290.2092700000003,-315.39420724779484,-300.8684741581848,-14.525733089610014,-0.24754945584889557,20.250876979829147,35.27693870061227,1341.5959846444603
1763441400000,89866.77,89948.0,89462.34,89660.17,333.49013,1763441699999,29889555.55178660,63475,128.50788000,11516880.61757890,0,31.708984429054123,40.39072416559532,-2623.6994000000004,-329.978933826962,-306.69056609194024,-23.28836773502178,-0.23240455363426335,3.3878472886066224,20.14338433279971,1438.7563582963485
1763441700000,89660.16,90173.9,89582.35,90081.9,375.56905,1763441999999,33794404.40816380,69874,221.68798000,19947367.16750470,0,43.313143617735975,40.57601707793435,-2248.1303500000004,-304.00299101774,-306.1530510771002,2.1500600593602144,-0.17081433259152,25.436586712108834,16.358436993514868,1437.6595833444735
1763442000000,90081.9,90144.43,89719.63,89952.12,144.08088,1763442299999,12958490.73043120,50414,50.13917000,4508534.57960050,0,41.00408383707427,40.74789555038171,-2392.2112300000003,-290.5398678365018,-303.0304144289805,12.490546592478722,-0.15136129025827288,41.70726445553161,23.510566152082358,1456.8158642787312
1763442300000,89952.12,90137.21,89890.03,89961.14,186.56076,1763442599999,16796756.71839920,39485,106.19048000,9561286.68760440,0,41.2385560496382,40.90734268017174,-2205.6504700000005,-275.9612970496528,-297.61659095311495,21.655293903462166,-0.11336091451976942,66.43204117582987,44.52529744782344,1464.6085487372184
1763442600000,89961.13,90259.21,89927.45,90233.89,159.40713,1763442899999,14370324.73031690,37838,90.74884000,8180584.96130820,0,47.97216774202064,40.364442009918676,-2046.2433400000004,-239.6366470366047,-286.02060216981295,46.38395513320825,0.01396087594981852,76.60772354144825,61.58234305760325,1410.031727267924
1763442900000,90233.89,90330.73,90172.97,90269.24,167.66745,1763443199999,15132108.39521330,32945,62.14261000,5609082.42381360,0,48.79121585816902,39.47067342207856,-1878.5758900000005,-205.62631842769042,-269.9417454213885,64.31542699369805,-0.07119508904133906,91.39144338696492,78.14373603474769,1352.9969858111872
1763443200000,90269.25,90469.14,90247.76,90375.48,158.35485,1763443499999,14310820.32542700,41705,91.87265000,8302105.14475230,0,51.273884734981095,37.92285601809193,-1720.2210400000006,-168.16174395143753,-249.5857451273983,81.42400117596077,-0.02341337725551917,100.0,89.33305564280438,1307.7067135769175
1763443500000,90375.48,90408.0,90182.01,90193.68,86.38618,1763443799999,7795552.87581250,24065,31.53730000,2845243.96311220,0,47.06859368990479,36.71337800924804,-1806.6072200000006,-151.39534806318989,-229.94766571455662,78.55231765136674,-0.02737292586248283,92.83531395625126,94.74225244773872,1216.8876616196649
1763443800000,90193.68,90314.01,90161.29,90314.01,87.01613,1763444099999,7849751.67699890,32943,45.56167000,4110196.50031680,0,49.99209452230253,35.66405243014771,-1719.5910900000006,-126.93500543778646,-209.3451336592026,82.41012822141613,-0.012414614205754402,90.65148783117382,94.49560059580836,1079.6778427559766
1763444100000,90314.0,90380.9,90008.0,90058.62,175.3997,1763444399999,15820415.79940620,40990,62.03287000,5595471.50303790,0,44.38840592802523,35.2108362323597,-1894.9907900000005,-126.69735801972274,-192.81557853130664,66.1182205115839,-0.06084110991346641,78.92048196643488,87.46909458462,871.1562225790403
1763444400000,90058.62,90105.6,89924.47,90017.45,103.93524,1763444699999,9355098.66557910,27995,42.31717000,3808718.06715690,0,43.54111248891817,35.052816289060246,-1998.9260300000005,-128.3515390110406,-179.92277062725344,51.571231616212856,-0.025524484068433106,72.91060177992898,80.82752385917922,730.9845311511017
1763444700000,90017.45,90300.0,90017.45,90256.02,81.55623,1763444999999,7353914.69678570,38899,47.99515000,4327975.01448820,0,49.55063103529028,33.81003753614433,-1917.3698000000006,-109.15362908673706,-165.7689423191502,56.61531323241314,0.03980664198514374,72.15846661251301,74.66318345295896,715.8777216551534
1763445000000,90256.02,90360.6,90120.0,90155.43,140.57808,1763445299999,12692098.35133890,27927,58.23060000,5257202.01036370,0,47.266181630432335,32.34311631314939,-2057.9478800000006,-100.89288907096488,-152.79373166951314,51.90084259854825,0.03363274166286902,77.06142319531983,74.04349719592061,690.9446209083544
1763445300000,90155.43,90266.0,90126.99,90221.33,84.71141,1763445599999,7641564.70630360,24382,35.00844000,3157846.35256490,0,48.927432921818536,30.981600862940564,-1973.2364700000007,-88.01404274441302,-139.83779388449312,51.823751140080105,0.08023331505808441,86.23826599147867,78.48605193310384,703.8519711858535
1763445600000,90221.33,90233.16,89960.0,89997.3,93.86034,1763445899999,8452150.85039920,40074,36.60748000,3295886.44777480,0,43.868025563342286,30.376875613187558,-2067.096810000001,-94.79210852565302,-130.82865681272511,36.036548287072094,0.10331307371179779,65.13656824442096,76.14541914373983,703.5624373445462
1763445900000,89997.29,90098.06,89950.0,90072.3,73.03841,1763446199999,6574612.48593600,31833,24.10605000,2169895.95259180,0,45.885466838752514,29.85328858437403,-1994.0584000000008,-93.03940099215833,-123.27080564861177,30.231404656453435,0.1545644024533051,54.47509346840425,68.61664256810128,690.3981437273615
1763446200000,90072.29,90199.55,90029.92,90156.61,75.95784,1763446499999,6845417.46124270,22496,42.93360000,3869194.96648160,0,48.141836367880536,28.7577076479201,-1918.1005600000008,-83.88033496457501,-115.39271151180442,31.512376547229408,0.14345471980247868,48.069409549318955,55.89369042071473,693.579745539173
1763446500000,90156.61,90176.44,90050.0,90176.43,107.76793,1763446799999,9713454.55985120,30265,36.42093000,3282072.44525210,0,48.68354061243739,27.740729656718262,-1810.3326300000008,-74.16744465848024,-107.1476581411396,32.980213482659366,0.19000609785907405,60.94098205001567,54.49516168924629,692.2632913525158
1763446800000,90176.43,90176.43,89968.01,90016.16,74.598,1763447099999,6716996.78111710,25395,26.15450000,2354430.85335130,0,44.624257192198485,27.16899234073486,-1884.9306300000007,-78.49748849660682,-101.41762421223305,22.92013571562623,0.2250099747892996,49.766238705165925,52.925543434833514,659.9098197285784
1763447100000,90016.17,90073.8,89973.2,90066.39,78.25663,1763447399999,7044090.88022420,12569,43.66204000,3930324.81429600,0,46.140012481101294,26.638249571625703,-1806.6740000000007,-76.9884631447494,-96.53179199873632,19.54332885398692,0.1258201097558129,38.03928068822303,49.58216714780155,625.0554368071607
1763447400000,90066.38,90113.53,90013.48,90095.86,37.29868,1763447699999,3359165.15191860,8716,17.98932000,1620156.99678730,0,47.0556649415385,25.86210869108639,-1769.3753200000006,-72.57793373070308,-91.74102034512968,19.163086614426604,0.17525485119020334,34.03233070040204,40.61261669793033,469.1911248246324
